variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,CDE Reference,Value Set,Dependent Fields,source_file,source_directory,categories
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 4 days ago",text,0a9f628d1e5a63f9cf9422e71873242949f8fb99eea081f160b05c6b3d168baa57039598c9e45d4eece40721e8d1a09891e1167e90a89cba61f397780f310af3,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 4 days ago",text,1bbeee743296005ece28ccaa2f60434ff173b3fffcc1e63b73802983e5cee10fb62d681ca3dff7288e9f4f7b2a9249534023393c051b0d7c69961786d867951a,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 5 days ago",text,36834acd157afb4a9fb1fa96dce02ed87569ff61c8be0f75a19aa7e52fb63db7b9c1ac98d8f4745237e029d7a4ac09e1136bd44237a0e31a5cd3c953f59b0803,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 5 days ago",text,b71df5bb80b0370ba71b8504ac74a8db42415fd98787f727368711b801d07189c6eeb2545927280591796efe307e67c914515f81eb35decb4e2d1db2781f5c2c,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 6 days ago",text,1f16cf05020b8a6e575f7e1196b9fc0f29bf2096ed234d4cecfff46ba7eaeea42e7a24a81ec29730bcc16da74d6adec47fe9ab18acc431d96a6d6767f077e401,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 6 days ago",text,bf0b3cd4e08f457858549fc64ded19135c701ab80ce9788684fe01989c7c7ee129e1ae64056bb33e92f1a1abbc540e5d55a90e8780823fa0071401cb568ba5f1,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | Today",text,419754193030e4c021707d3324264f075f85e0861b65a5a23904c51b81cbf5f5a63221f0b62035d7739e54be7d1f47bc8bf1caffbb9325647b794640d780e8db,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | Today",text,e85eb9f850406c5ff8f0e4b851256adfcf4f91965e81b30f059af0f87ec5cd04a51d93e9d0e2e041bc2ee29f88b0623adaf5733c7a498bfb8ebbd3e22850f2a3,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | Yesterday",text,76675e4992a7ae89adbf0e0a43fa88baab66ca474f08b5e200b58ba743febfb122299583a862c5e43cd56d7673134662d40c97a6e5cbb1727f732873adface51,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | Yesterday",text,c4b3b5ffbff21760e73e8461365f44c2546a4e2b7ec0e9548d25e668711faa703183c4b0e295e95e32ce4b387db5b01e1c7defa8c31c28432fe4a40dbc251581,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 2 days ago",text,21204f35a51fc0a4e640b2d7f23d7b5e1d6dfd6c88a005187cdbb0c3c178df45e52554da758c6d5634bbb66731738331b4b840675c353144bdb3cca06b150585,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 2 days ago",text,87ca9b253dbdaa7130ea3eca4810f035fcb8c517c75a310edbfde42448c087b8ab720f853bff7b2b7e797ddaa2e81a539ee84464d60dd90a510a2cadc73f0317,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 3 days ago",text,25e57e2b992c1905cc942157881ea5b62041e5392f9e0706b032a5bdc3d10abc1378cf72b6ed596ed4ad69d3a6bba93510603b0df766393c86a7074a63167695,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 3 days ago",text,3120f04f6eed4c7f6b213ba0dad1a3a7f6386a649f812c66148226ede61d7d0d8afb37273cf56d1979c4f74e418e5c9ad0da7d4ba0991039df6b63143c433ff1,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 4 days ago",text,025e190696b5a4929af3c9aa87b03fa0d971d7b8110ab7d86b2ed32e40c6279b9eeef7b8eafbfe51eaf0c884d0b585299f1d42569fa2ecfbaa12b00b1416a878,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 4 days ago",text,da2c5baf6b1e55fd1fbccc622b8fe973fa7070c4fdecbb1a93b73dc0181c78fa305011a17685cfcacf2d0c09d65a89d3c835577bc96c497e59a5cc711163f098,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 5 days ago",text,5aa62ddb0106ce70eeb08a4d2037cea772584638acaa7a24c2816b8e50b5e0cce19d5d79f302beca34a1d0301615f1366c937ece28234387e8b619564f8d346a,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 5 days ago",text,781b5968fe0ef9c39b3769be46c4d0ff62fa001fd588659cda38c7e809d7944f8ef0ddce566d77ea4f8a96a741cda5a1e8bbf889ac6a235ddf8c925bef52cb12,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 6 days ago",text,8d861f04735b08bb1623c37231e01b1627ad3bc177950a38094766c52981ba6cfd012be6c9a0e43c8f465f491a36dd8f76bcd96fc1e49cc01ccd792484e9c084,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | 6 days ago",text,d946c348c400e5817b81a9d0c0211a5fb6591cf00fc5d25920498e30cbb6248025e25432d4146a1bacededb96d33f141859d60e6f53c6197a801260cb39e74f8,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | Today",text,0ecd34e182b047f09f8f9914cb1fe0b7c971458051980a865602be029ccbc3bb1ff47b590e037570daf4c701abad6653980eb7b3ef354b8f009acb38bc07bf87,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | Today",text,5c2edeb0a57b46b354d01bff8866fc373bc35fd7e801bd885a929db9069457c3475508024ecb9ff8327fc115332d8c7bf7bb2bc925934673d269322b8ac236d1,,,,,"[""""today""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | Yesterday",text,838e0d6dbdc5de91c27e211ed0515ba223b0cb65668744b6eee1a8289229c452a7d6fdabf6dea248c71d091bb3b055e5624f60f6d0ddcee4b2e15e522c5e195d,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"symptom,yesterday,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__headache__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache | Yesterday",text,a51fe1bc4e325a154445582b8376e86eb5b3d8bf0e7fc078a26d017a2a8e3bbd3700dac11fa471fb4bffc75357f01f76ea760accfa01af7090be4c7078b80b87,,,,,"[""""yesterday""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"symptom,yesterday,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 2 days ago",text,1f4ae0e023ef143f170371b888b6258f2656f5aaaf97c0920ed136a4b98633a3ce17025821f9c33d286cbb9385102c01bcd6c955a966d55cf70e540dadc8d2d6,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"insert text,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 2 days ago",text,d627ced2338821627fc81a53e9ed2eb24242e7947480b548be42d3224b23ab64351503d1b5ef0c9020c121a6981da39745b70a7d46b80dbbdfa2ea71abe6fc0d,,,,,"[""""2_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"insert text,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 3 days ago",text,56d5a188d1c3695849bdec06940ce2177da7b7e098aba9c7c51563baaece9a7fae5fb4992393b9118172cefdd9e5ab58a9ad4c4c8ddbd003eeb09c30c69a2311,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"insert text,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 3 days ago",text,a94260a69121a6ead62105e4908e96edcec232f46b5e7a9fcc924fc5680377d83452085eabd0da2d416a4338eea4fcac81a13644e08d3c5c4d76e47630093b59,,,,,"[""""3_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"insert text,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 4 days ago",text,1d8591eb5fc0ec723527a2ffb17534cb364c5865e3f4bc8ab8b0a218247c394a3ebf4743d2b6630ffaa88e878f96d1ef336fae6b5a651c197eabf9a829376c68,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"insert text,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 4 days ago",text,e820b3fac18e7ddc0188c8c00dee2d92ca2691d30fb461132839457cc188df539811b728f3e0abe17bd18226dcd7b65fd627930496fc08825e2d575bfcfb6bdc,,,,,"[""""4_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"insert text,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 5 days ago",text,5f80f44b0e95da6fe12d71057e8d27402c2b51c4d8073b360d5e0a296806dd28f41f946c592e01d3739d0c3dd6fb3169fdd95dce185178d85a37be1ae6313a58,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"insert text,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 5 days ago",text,806a14fa9728c6a1b722b24d6a3f090bf60416620c67f778b6d52316ccee675f275b52fc7e248461a83cea7876c57947b57a0ae9a9c486b01b614a584cef277e,,,,,"[""""5_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__baseline_survey_origcopy.csv,RADx-DHT,"insert text,symptom,day"
we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__insert_text_from_other__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other] | 6 days ago",text,d932aef7da6a8f1b55db9962b52b8e7e8dba7fd14eafd51c0a8e503bd0e1033e15c4457acf4e9895532a425845cfdbdeb438f023d1bef8717172d37b27dbfc02,,,,,"[""""6_days_ago""""]",,,,,,,,,,,,,,,,,,,,,,survey__weekly_survey_origcopy.csv,RADx-DHT,"insert text,symptom,day"
