variable_name,description,datatype,Digest (variable_name|source_file|source_directory),survey_name,survey_version,label,required,value_constraints,Channel,seeAlso,question_id,units,unique,CDE,form_name,Concept,DHT Prompt,DHT Variable,DHT Response Options,Merged Variable 1: Prompt,Merged Variable 1: Respone Options,Merged Variable 1: Variable,Merged Variable 2: Prompt,Merged Variable 2: Respone Options,Merged Variable 2: Variable,Merged Variable 3: Prompt,Merged Variable 3: Respone Options,Merged Variable 3: Variable,Merged Variable 4: Prompt,Merged Variable 4: Respone Options,Merged Variable 4: Variable,RADx-TECH Prompt,RADx-TECH Variable,RADx-TECH Response Options,Comment,section_header,ui,field_note,pattern,min,max,branching_logic,Custom Alignment,Matrix Group Name,RADx-UP Prompt,RADx-UP Variable,RADx-UP Reponse Options,CDE Reference,RADx-rad Prompt,RADx-rad Variable,RADx-rad Response Options,Value Set,Dependent Fields,source_file,source_directory,categories,related_group,matches
nih_psoriasis,,,eabfa977107e3026a11b3ab0fec6dfe20933c55532381423a2235c8673d66f9ba966c139d87b479aede5292575fdf638be6dc96a7786fab9755180952c9887ef,,,Psoriasis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,psoriasis,group183,"06a6ac,1.0;1a22a3,1.0;e0ccc8,1.0"
nih_ra,,,4a256ed3c703eba0270e4dc41e9aa12d30fc1e048ae51e28a78d44df4f71facc20b645fb4e42f01054d52fdb7f517f1511dd8306ab2981f81d1a22fc5896fd92,,,Rheumatoid Arthritis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,rheumatoid arthritis,group184,"9d8fb6,1.0;930997,1.0;f59e56,1.0"
nih_ra,,,3e1e0dd7e8fbd0c4e7631f72b9d4c1e5369abcaefc2d71f56c6c3a6eb6a433804d16327ea7dfaa85524dec1769b6a555908f1331e758e4cfee212eba2e9d8fb6,,,Rheumatoid Arthritis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,Rheumatoid Arthritis,dht_ra,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,rheumatoid arthritis,group184,"96fd92,1.0;930997,1.0;f59e56,1.0"
nih_ra,,,c149312e9a475f5309850eed9634d3d07b127daf02377fbf52cad320c6c3652e9ca8a917008de339b1b0d8d5f6b38ea4c9127e33e5150932a6a16441b3930997,,,Rheumatoid Arthritis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,rheumatoid arthritis,group184,"96fd92,1.0;9d8fb6,1.0;f59e56,1.0"
nih_ra,,,423adf5194de589494fdd68149c86c5c4273adc8f11542c5656ef94f83f660af01d72d58801ad1638ca6e1cb80c06dcc99974ec0453e7692e8a2232bf8f59e56,,,Rheumatoid Arthritis,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,rheumatoid arthritis,group184,"96fd92,1.0;9d8fb6,1.0;930997,1.0"
nih_record_id,,,439b50a8125d5dc88a10c6065290da2011e432a4e6c9dc468f790d31a974154175be002514a343dfa95edd6ac305fea455511edccf7fe423caa2c230cf84c2bb,,,User ID,,"text ;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Identity,,,,,,,,,,,,,,,,User ID,user_id,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,user d,group185,"ff5981,1.0;a27902,1.0;012cb7,1.0"
nih_record_id,,,392554b937969085ee03b610fbf5e39967c1d6a60b8a442d72863b57c1199f1c0c8d7e645e810d7e1908c959a7f2ec5c7cf1dcf23d77cef60e73b0bb38ff5981,,,User ID,,"text ;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Record ID,record_id,text,,,RADx-rad-global-code-book.csv,RADx-rad,user d,group185,"84c2bb,1.0;a27902,1.0;012cb7,1.0"
nih_record_id,,,1dbb7cc55909fbe61ec8393a7c5e4a606a68fce7e95abf9494021d3946457dd28ac3e0543dc90d4c39a5b030967b9341831a536ef6b7a3bb487fa0cb7ea27902,,,User ID,,"text ;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Identity,What is global identifier of participant?,dht_identity,"Text: May be combination of prefix text, letters, numbers, and separator characters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,user d,group185,"84c2bb,1.0;ff5981,1.0;012cb7,1.0"
nih_record_id,,,c27f36ad8a033b6446402aca5df09d101fd26d276bd23eadeea9f263390ad5cafa590b8be14a6f7e55dab8efa8b676d5ee20a92316ff7bca4aea0a0e3a012cb7,,,User ID,,"text ;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Record ID,record_id,text,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,user d,group185,"84c2bb,1.0;ff5981,1.0;a27902,1.0"
nih_red_eyes,,,a5904aa09b34b49d6f427638a58118c2da9cc40dc9a8eb194c78af62f1e106a77025377bab345fc84a7eecd92203183b094775d901016310f26456dda691ff1b,,,Red or painful eyes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,painful eye,group186,"0ad4d7,1.0;7e6178,1.0;6dbf49,1.0"
nih_red_eyes,,,0554785bd020fda9269b58261ca6f49dfdc12a7553070bff0d47d975a4959ae3cd3d460f267d970781d8d865ade8708157f224208a3c6a74919d3fdf150ad4d7,,,Red or painful eyes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Symptoms,,,,,,,,,,,,,,,,Red or painful eyes,red_eyes,"0,No|1,Yes|77,Dont Know|88,Refused/Na|99,Other",,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,painful eye,group186,"91ff1b,1.0;7e6178,1.0;6dbf49,1.0"
nih_red_eyes,,,cb48ccf309cf6d931ebfc11d7ada61f5754f5795d509d8403003b676a8d163d11d6b444ee9c86c7321b6e37be41414a7d3e06494df34e199d80da2bceb7e6178,,,Red or painful eyes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,painful eye,group186,"91ff1b,1.0;0ad4d7,1.0;6dbf49,1.0"
nih_red_eyes,,,7fb06af5d5140dd42a21da9c8447d3b54f314b67023447541508d664831a90fdcb8b5f108c7eda8a9fb4958c98596b339cf1d4f5afd66b84cde2ec96246dbf49,,,Red or painful eyes,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Symptoms,Red or painful eyes,dht_red_eyes,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,painful eye,group186,"91ff1b,1.0;0ad4d7,1.0;7e6178,1.0"
nih_rls,,,a63b977ca61ceeadc713ac0ea6927e8a5e8ea69da1bcc73b72b277dba7ef5634c03a04a19dba0e301d684c7be05d9e57c6d3df08cd0884e9220dcd4992814352,,,Restless leg,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-UP-global-code-book.csv,RADx-UP,restless leg,group187,"ff0c23,1.0;53aa48,1.0;60adb6,1.0"
nih_rls,,,442b611026596b5615a06c2fd962f0d633319c22128360288b50d8d1bde84cf6290ee86cea5e0a8e665f45677e86c04c90a82c6ded0ea2292f7e16f079ff0c23,,,Restless leg,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-TECH-global-code-book.csv,RAD-x-TECH,restless leg,group187,"814352,1.0;53aa48,1.0;60adb6,1.0"
nih_rls,,,87679020853d8a85c713f3d5f7e7caa0ebe4d669e75ae66cb7c3415eba7d8cdc45ee2b8f8d32b6b2dbd1c1353668174643e98d5866ae4558867fe384b753aa48,,,Restless leg,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,Restless leg,dht_rls,"0,No;1,Yes;98, Don’t know;99, Prefer not to answer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-DHT-global-code-book.csv,RADx-DHT,restless leg,group187,"814352,1.0;ff0c23,1.0;60adb6,1.0"
nih_rls,,,574fab554250f1a11d6aea83e4c7e247ae61feb9e82fda10833e3199d7021e2d91eb9c65fe67251ba529bb5d10f3c36f0b3ba1ed8d604ac78b43192cbb60adb6,,,Restless leg,,"0,No;1,Yes;97, Other;98, Don’t know;99, Prefer not to answer;-9999,Reason Unknown;-9980,Not Sent to Data Hub;-9981,Data Transfer Agreement;-9982,No Participant Consent To Share;-9983,Not Available Or Mappable;-9984,Data Lost Or Inaccessible;-9985,Data Invalid;-9986,Anonymization Or Privacy Concerns;-9987,Other Unsent Reason Not Specified;-9960,Not Entered By Originator;-9961,Omitted This Value;-9962,Originator Chose to Omit;-9963,Question Not Applicable;-9964,Answer Not Known;-9965,Record Not Provided;-9966,All Originators Omitted Element;-9967,CDE Omitted With Exception;-9968,Other Unentered Reason Not Specified;-9940,Not Presented To Participant;-9941,Skip Logic;-9942,No Participant Consent to Ask;-9943,CDE Not Presented Due to Exception;-9944,Element Never Presented for Collection;-9945,Process Error;-9946,Other Unpresented Reason Not Specified",,,,,,,,Medical History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RADx-rad-global-code-book.csv,RADx-rad,restless leg,group187,"814352,1.0;ff0c23,1.0;53aa48,1.0"
